# OpenSignals Text File Format. Version 1
# {"98:D3:51:FD:8E:66": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:51:FD:8E:66", "device connection": "BTH98:D3:51:FD:8E:66", "sampling rate": 100, "resolution": [4, 1, 1, 1, 1, 10, 10], "firmware version": 1281, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2023-5-30", "time": "14:28:30.684", "channels": [1, 2], "sensor": ["RAW", "RESPBIT"], "label": ["A1", "A2"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1", "A2"], "special": [{}, {}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	946	607	
1	0	0	0	0	946	607	
2	0	0	0	0	946	606	
3	0	0	0	0	946	605	
4	0	0	0	0	946	605	
5	0	0	0	0	946	604	
6	0	0	0	0	946	604	
7	0	0	0	0	946	603	
8	0	0	0	0	915	604	
9	0	0	0	0	830	606	
10	0	0	0	0	742	607	
11	0	0	0	0	659	609	
12	0	0	0	0	581	611	
13	0	0	0	0	511	612	
14	0	0	0	0	451	615	
15	0	0	0	0	400	617	
0	0	0	0	0	362	619	
1	0	0	0	0	332	622	
2	0	0	0	0	315	623	
3	0	0	0	0	306	625	
4	0	0	0	0	309	627	
5	0	0	0	0	320	629	
6	0	0	0	0	339	632	
7	0	0	0	0	362	634	
8	0	0	0	0	389	637	
9	0	0	0	0	416	640	
10	0	0	0	0	444	643	
11	0	0	0	0	470	645	
12	0	0	0	0	491	647	
13	0	0	0	0	508	650	
14	0	0	0	0	519	652	
15	0	0	0	0	524	653	
0	0	0	0	0	524	655	
1	0	0	0	0	518	655	
2	0	0	0	0	509	656	
3	0	0	0	0	496	657	
4	0	0	0	0	484	657	
5	0	0	0	0	470	658	
6	0	0	0	0	455	659	
7	0	0	0	0	444	659	
8	0	0	0	0	432	658	
9	0	0	0	0	423	658	
10	0	0	0	0	417	657	
11	0	0	0	0	410	657	
12	0	0	0	0	403	658	
13	0	0	0	0	396	658	
14	0	0	0	0	390	659	
15	0	0	0	0	387	659	
0	0	0	0	0	384	660	
1	0	0	0	0	381	662	
2	0	0	0	0	378	664	
3	0	0	0	0	379	665	
4	0	0	0	0	381	667	
5	0	0	0	0	386	668	
6	0	0	0	0	393	668	
7	0	0	0	0	403	668	
8	0	0	0	0	418	668	
9	0	0	0	0	438	667	
10	0	0	0	0	469	667	
11	0	0	0	0	515	666	
12	0	0	0	0	577	666	
13	0	0	0	0	656	665	
14	0	0	0	0	745	664	
15	0	0	0	0	836	664	
0	0	0	0	0	921	664	
1	0	0	0	0	946	663	
2	0	0	0	0	946	663	
3	0	0	0	0	946	662	
4	0	0	0	0	946	662	
5	0	0	0	0	946	661	
6	0	0	0	0	946	659	
7	0	0	0	0	946	659	
8	0	0	0	0	946	657	
9	0	0	0	0	925	656	
10	0	0	0	0	847	655	
11	0	0	0	0	765	654	
12	0	0	0	0	684	653	
13	0	0	0	0	606	652	
14	0	0	0	0	535	651	
15	0	0	0	0	472	650	
0	0	0	0	0	412	649	
1	0	0	0	0	364	648	
2	0	0	0	0	324	648	
3	0	0	0	0	295	647	
4	0	0	0	0	277	647	
5	0	0	0	0	270	647	
6	0	0	0	0	275	645	
7	0	0	0	0	289	644	
8	0	0	0	0	313	643	
9	0	0	0	0	342	642	
10	0	0	0	0	377	640	
11	0	0	0	0	415	640	
12	0	0	0	0	451	639	
13	0	0	0	0	483	639	
14	0	0	0	0	510	639	
15	0	0	0	0	531	638	
0	0	0	0	0	547	637	
1	0	0	0	0	555	637	
2	0	0	0	0	558	636	
3	0	0	0	0	556	635	
4	0	0	0	0	549	634	
5	0	0	0	0	540	632	
6	0	0	0	0	528	631	
7	0	0	0	0	516	630	
8	0	0	0	0	505	628	
9	0	0	0	0	494	627	
10	0	0	0	0	483	624	
11	0	0	0	0	474	621	
12	0	0	0	0	465	619	
13	0	0	0	0	456	615	
14	0	0	0	0	447	613	
15	0	0	0	0	439	611	
0	0	0	0	0	433	609	
1	0	0	0	0	428	608	
2	0	0	0	0	425	608	
3	0	0	0	0	424	607	
4	0	0	0	0	425	608	
5	0	0	0	0	425	608	
6	0	0	0	0	426	608	
7	0	0	0	0	428	606	
8	0	0	0	0	430	604	
9	0	0	0	0	433	603	
10	0	0	0	0	441	601	
11	0	0	0	0	453	600	
12	0	0	0	0	476	598	
13	0	0	0	0	514	597	
14	0	0	0	0	567	595	
15	0	0	0	0	634	594	
0	0	0	0	0	711	592	
1	0	0	0	0	792	591	
2	0	0	0	0	868	590	
3	0	0	0	0	932	588	
4	0	0	0	0	946	587	
5	0	0	0	0	946	586	
6	0	0	0	0	946	584	
7	0	0	0	0	946	583	
8	0	0	0	0	946	581	
9	0	0	0	0	925	578	
10	0	0	0	0	863	576	
11	0	0	0	0	794	575	
12	0	0	0	0	720	575	
13	0	0	0	0	647	574	
14	0	0	0	0	579	574	
15	0	0	0	0	517	573	
0	0	0	0	0	462	572	
1	0	0	0	0	413	571	
2	0	0	0	0	373	569	
3	0	0	0	0	341	569	
4	0	0	0	0	317	568	
5	0	0	0	0	304	568	
6	0	0	0	0	299	566	
7	0	0	0	0	302	566	
8	0	0	0	0	313	564	
9	0	0	0	0	331	564	
10	0	0	0	0	354	563	
11	0	0	0	0	382	563	
12	0	0	0	0	410	562	
13	0	0	0	0	439	561	
14	0	0	0	0	467	561	
15	0	0	0	0	491	561	
0	0	0	0	0	512	560	
1	0	0	0	0	526	560	
2	0	0	0	0	535	560	
3	0	0	0	0	538	560	
4	0	0	0	0	536	559	
5	0	0	0	0	528	559	
6	0	0	0	0	519	558	
7	0	0	0	0	505	557	
8	0	0	0	0	489	557	
9	0	0	0	0	474	556	
10	0	0	0	0	459	556	
11	0	0	0	0	448	555	
12	0	0	0	0	437	553	
13	0	0	0	0	427	551	
14	0	0	0	0	419	551	
15	0	0	0	0	412	550	
0	0	0	0	0	406	550	
1	0	0	0	0	400	550	
2	0	0	0	0	399	550	
3	0	0	0	0	398	551	
4	0	0	0	0	396	552	
5	0	0	0	0	397	555	
6	0	0	0	0	398	556	
7	0	0	0	0	399	557	
8	0	0	0	0	403	558	
9	0	0	0	0	406	558	
10	0	0	0	0	409	557	
11	0	0	0	0	417	557	
12	0	0	0	0	433	557	
13	0	0	0	0	462	557	
14	0	0	0	0	505	556	
15	0	0	0	0	563	556	
0	0	0	0	0	637	555	
1	0	0	0	0	719	555	
2	0	0	0	0	801	554	
3	0	0	0	0	876	554	
4	0	0	0	0	936	554	
5	0	0	0	0	946	553	
6	0	0	0	0	946	552	
7	0	0	0	0	946	551	
8	0	0	0	0	946	551	
9	0	0	0	0	946	550	
10	0	0	0	0	899	550	
11	0	0	0	0	833	548	
12	0	0	0	0	762	547	
13	0	0	0	0	687	547	
14	0	0	0	0	615	547	
15	0	0	0	0	547	547	
0	0	0	0	0	487	547	
1	0	0	0	0	434	546	
2	0	0	0	0	390	546	
3	0	0	0	0	354	545	
4	0	0	0	0	326	545	
5	0	0	0	0	305	545	
6	0	0	0	0	291	545	
7	0	0	0	0	286	545	
8	0	0	0	0	289	544	
9	0	0	0	0	299	544	
10	0	0	0	0	315	545	
11	0	0	0	0	337	544	
12	0	0	0	0	364	544	
13	0	0	0	0	391	544	
14	0	0	0	0	420	543	
15	0	0	0	0	448	543	
0	0	0	0	0	472	542	
1	0	0	0	0	493	542	
2	0	0	0	0	508	542	
3	0	0	0	0	516	542	
4	0	0	0	0	519	542	
5	0	0	0	0	518	541	
6	0	0	0	0	512	540	
7	0	0	0	0	503	540	
8	0	0	0	0	490	539	
9	0	0	0	0	477	539	
10	0	0	0	0	463	538	
11	0	0	0	0	447	537	
12	0	0	0	0	433	536	
13	0	0	0	0	420	536	
14	0	0	0	0	409	534	
15	0	0	0	0	401	534	
