# OpenSignals Text File Format. Version 1
# {"98:D3:51:FD:8E:66": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:51:FD:8E:66", "device connection": "BTH98:D3:51:FD:8E:66", "sampling rate": 100, "resolution": [4, 1, 1, 1, 1, 10, 10], "firmware version": 1281, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2023-5-30", "time": "14:26:57.892", "channels": [1, 2], "sensor": ["RAW", "RESPBIT"], "label": ["A1", "A2"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1", "A2"], "special": [{}, {}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	731	543	
1	0	0	0	0	692	541	
2	0	0	0	0	651	540	
3	0	0	0	0	610	538	
4	0	0	0	0	571	538	
5	0	0	0	0	534	536	
6	0	0	0	0	503	535	
7	0	0	0	0	474	534	
8	0	0	0	0	452	532	
9	0	0	0	0	434	531	
10	0	0	0	0	422	529	
11	0	0	0	0	416	528	
12	0	0	0	0	413	527	
13	0	0	0	0	415	527	
14	0	0	0	0	419	526	
15	0	0	0	0	427	525	
0	0	0	0	0	438	524	
1	0	0	0	0	451	523	
2	0	0	0	0	467	523	
3	0	0	0	0	483	521	
4	0	0	0	0	499	520	
5	0	0	0	0	513	519	
6	0	0	0	0	526	518	
7	0	0	0	0	536	517	
8	0	0	0	0	544	516	
9	0	0	0	0	548	515	
10	0	0	0	0	548	515	
11	0	0	0	0	548	514	
12	0	0	0	0	544	513	
13	0	0	0	0	539	512	
14	0	0	0	0	532	511	
15	0	0	0	0	526	511	
0	0	0	0	0	518	510	
1	0	0	0	0	510	509	
2	0	0	0	0	503	508	
3	0	0	0	0	496	507	
4	0	0	0	0	492	507	
5	0	0	0	0	487	505	
6	0	0	0	0	485	504	
7	0	0	0	0	481	502	
8	0	0	0	0	478	500	
9	0	0	0	0	475	499	
10	0	0	0	0	472	499	
11	0	0	0	0	471	499	
12	0	0	0	0	471	499	
13	0	0	0	0	470	500	
14	0	0	0	0	471	503	
15	0	0	0	0	470	504	
0	0	0	0	0	470	506	
1	0	0	0	0	471	507	
2	0	0	0	0	471	507	
3	0	0	0	0	472	507	
4	0	0	0	0	473	506	
5	0	0	0	0	477	506	
6	0	0	0	0	483	506	
7	0	0	0	0	496	505	
8	0	0	0	0	516	504	
9	0	0	0	0	544	504	
10	0	0	0	0	581	504	
11	0	0	0	0	626	503	
12	0	0	0	0	674	503	
13	0	0	0	0	720	501	
14	0	0	0	0	760	501	
15	0	0	0	0	791	500	
0	0	0	0	0	808	500	
1	0	0	0	0	812	500	
2	0	0	0	0	802	499	
3	0	0	0	0	780	498	
4	0	0	0	0	749	497	
5	0	0	0	0	710	497	
6	0	0	0	0	669	497	
7	0	0	0	0	626	497	
8	0	0	0	0	583	497	
9	0	0	0	0	544	497	
10	0	0	0	0	509	498	
11	0	0	0	0	478	498	
12	0	0	0	0	451	499	
13	0	0	0	0	428	499	
14	0	0	0	0	411	499	
15	0	0	0	0	398	499	
0	0	0	0	0	391	499	
1	0	0	0	0	388	499	
2	0	0	0	0	389	500	
3	0	0	0	0	395	500	
4	0	0	0	0	407	501	
5	0	0	0	0	421	501	
6	0	0	0	0	439	501	
7	0	0	0	0	456	501	
8	0	0	0	0	475	502	
9	0	0	0	0	493	502	
10	0	0	0	0	509	502	
11	0	0	0	0	524	502	
12	0	0	0	0	536	502	
13	0	0	0	0	543	503	
14	0	0	0	0	547	503	
15	0	0	0	0	546	503	
0	0	0	0	0	545	503	
1	0	0	0	0	541	503	
2	0	0	0	0	536	503	
3	0	0	0	0	528	503	
4	0	0	0	0	519	503	
5	0	0	0	0	510	504	
